primaryImg,name,price,description,isDeleted,sold,view,rating,addDate,quantity,discountPrice,path,filter
https://caycanhonline.vn/wp-content/uploads/2019/10/chau-hat-de-decal-chu-love-247x247.jpg,Chậu hạt dẻ gốm sứ in hình chữ love,60000,Sản phẩm Chậu hạt dẻ gốm sứ in hình chữ love gồm 01 chậu hạt dẻ to in hình trồng cây như hình.,FALSE,0,0,0,9/13/2021,20,60000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/10/chau-2-mau-247x247.jpg,Chậu hạt dẻ trồng cây 2 màu,40000,Sản phẩm Chậu hạt dẻ trồng cây 2 màu gồm 01 chậu hạt dẻ 2 màu trồng cây như hình.,FALSE,0,0,0,9/14/2021,20,40000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/10/chau-hinh-qua-dua-247x247.jpg,Chậu quả dứa trồng cây cảnh để bàn văn phòng,45000,Sản phẩm Chậu quả dứa trồng cây cảnh để bàn văn phòng gồm 01 chậu dứa trồng cây như hình.,FALSE,0,0,0,9/15/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/10/chau-dat-nung-trong-sen-da-xuong-rong-9cm-247x247.jpg,Chậu đất nung size 9cm trồng cây cảnh mini để bàn,15000,Sản phẩm Chậu đất nung size 9cm trồng cây cảnh mini để bàn gồm 01 chậu đất nung trồng cây như hình.,FALSE,0,0,0,9/16/2021,20,15000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/10/chau-dat-nung-7x7-247x247.jpg,Chậu đất nung 7cm trồng cây sen đá xương rồng,10000,Sản phẩm Chậu đất nung 7cm trồng cây sen đá xương rồng gồm 01 chậu đất nung trồng cây như hình.,FALSE,0,0,0,9/17/2021,20,10000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/10/chau-gom-su-mini-247x247.jpg,Chậu lê kẻ tăm gốm sứ trồng cây cảnh để bàn,50000,Chậu lê kẻ tăm gốm sứ trồng cây cảnh để bàn gồm 01 chậu trồng cây cảnh như hình,FALSE,0,0,0,9/18/2021,20,50000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-gio-cua-247x247.jpg,Chậu Giỏ Cua,45000,Sản phẩm Chậu giỏ cua gồm 01 chậu trồng cây như hình.,FALSE,0,0,0,9/19/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-da-giac-xoay--247x247.jpg,Chậu Đa Giác Xoáy,45000,Sản phẩm Chậu đa giác xoáy gồm 01 chậu trồng cây như hình.,FALSE,0,0,0,9/20/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-qua-le-bo-3-247x247.jpg,Chậu Quả Lê,60000,Sản phẩm chậu quả lê gồm 01 chậu trồng cây như hình.,FALSE,0,0,0,9/21/2021,20,60000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-mat-na-chau-trong-cay-mini-1-247x247.jpg,Chậu Mắt Na,30000,Sản phẩm gồm 01 Chậu Mắt Na trồng cây như hình.,FALSE,0,0,0,9/22/2021,20,30000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-hat-de-to-chau-trong-cay-3-247x247.jpg,Chậu Hạt Dẻ To,80000,Sản phẩm gồm 01 Chậu Hạt Dẻ To trồng cây như hình.,FALSE,0,0,0,9/23/2021,20,80000,",Pots,CeramicPots,",",ColorPot,"
