name,price,primaryImg,isDeleted,quantity,discountPrice,description,view,addDate,rating,sold,path,filter
Haworthia 4-5cm Ms 02 (Chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_0041_bc746216ec8443f6a8b47a3c2d4b4533_master.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,GreenPlant,"
Haworthia 4-5cm Ms 01 (Chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_0039_210d8fdeaa2b4c66aca49d23dfd83901_master.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,GreenPlant,"
Tứ phương đỏ bụi lớn (chậu nhựa),150000,https://product.hstatic.net/1000187613/product/img_0855_e77d2a62a75744d998a11a234ebbe33d_master.jpg,FALSE,10,150000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,GreenPlant,"
Xương rồng trụ xanh dương 15-20cm (Chậu nhựa),90000,https://product.hstatic.net/1000187613/product/img_8934_9f4dd3f3913f4092a762881023893b52_grande.jpg,FALSE,10,90000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,LargeCactus,",",NonFlower,GreenPlant,"
Xương rồng trụ gai cong 10-15cm (chậu nhựa),70000,https://product.hstatic.net/1000187613/product/img_8932_e09d53f7311d42fa8f91e12a9f099ec1_grande.jpg,FALSE,10,70000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,LargeCactus,",",NonFlower,GreenPlant,"
Xương rồng trụ xanh lá 10-15cm (chậu nhựa),70000,https://product.hstatic.net/1000187613/product/img_8933_56605fca55274adc9954fbbce360daed.jpg,FALSE,10,70000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,LargeCactus,",",NonFlower,GreenPlant,"
Xương rồng trụ gai trắng 10-15cm (chậu nhựa),70000,https://cf.shopee.vn/file/5b99bbd60c9f7b418aab0cbdd9980e21,FALSE,10,70000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,LargeCactus,",",NonFlower,GreenPlant,"
Xương rồng trụ bà lão 10-15cm (chậu nhựa),70000,https://product.hstatic.net/1000187613/product/img_8936_0f0088f50d3e4deb9f26c27524b67e32_master.jpg,FALSE,10,70000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,LargeCactus,",",NonFlower,GreenPlant,"
Xương rồng astro 4 cạnh (chậu nhựa),25000,https://product.hstatic.net/1000187613/product/img_8943_26ffcacd246f47588791d553c7eb589a_master.jpg,FALSE,10,25000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,SmallCactus,",",NonFlower,GreenPlant,"
Tứ phương cam bụi lớn (chậu nhựa),150000,https://product.hstatic.net/1000187613/product/img_8765_81bd6ae312eb4a0ca9488f6cd6a8a518.jpg,FALSE,10,150000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,OrangePlant,"
Haworthia Ms 07 (chậu nhựa),80000,https://cf.shopee.vn/file/5ad8e02d23de535cc5f231d688681768,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,GreenPlant,"
Sen viền tím 9-11cm (chậu nhựa),40000,https://product.hstatic.net/1000187613/product/img_2796_dbef48b35ea548f19a6410ae7ffb072a_large.jpg,FALSE,10,40000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MediumStoneLotus,",",NonFlower,PurplePlant,"
Sen kim lam cỡ lớn 11-13cm  (chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_0853_b70e9fee7f3c4fb4a64e57356632485b_large.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,GreenPlant,"
Sen xanh nhọn 9-11cm (chậu nhựa),40000,https://product.hstatic.net/1000187613/product/img_1500_large.jpg,FALSE,10,40000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MediumStoneLotus,",",NonFlower,GreenPlant,"
Sen nhung đỏ (chậu nhựa/bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img-2345_55ec46bcb3804103935268d14a9f12e6.JPG,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,OrangePlant,"
Sen xanh nhọn 11-13cm  (chậu nhựa),80000,https://cf.shopee.vn/file/00500e2f24281ae7c64879928950844a,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,GreenPlant,"
Sen hồng dâu 11-13cm (chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_7437_4f673cfdc86c482c94504fe3ca7a74fb.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,PurplePlant,"
Sen giống mới bụi lớn 20-25cm (chậu nhựa),800000,https://product.hstatic.net/1000187613/product/img_7434_481047a7a8874ec592802e5add3bf5c5_master.jpg,FALSE,10,800000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,BluePlant,"
Sen đá vàng bụi lớn 25-30cm (chậu nhựa),800000,https://product.hstatic.net/1000187613/product/img_7429_a7e4b831b72b4e2a80bf0bef271cf5d5_grande.jpg,FALSE,10,800000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,YellowPlant,"
Xương rồng hamato (chậu nhựa),60000,https://product.hstatic.net/1000187613/product/img_7226_cc4caca5f6ea424a8e3e2399e1996ee3_master.jpg,FALSE,10,60000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",Cactus,SmallCactus,",",Flower,GreenPlant,"
Sen đá hồng bụi lớn (chậu nhựa),500000,https://product.hstatic.net/1000187613/product/img_7096_c072d9797c13478cb35bc1554eaad3e0_master.jpg,FALSE,10,500000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,PurplePlant,"
Đôla bụi lớn (chậu nhựa treo),150000,https://product.hstatic.net/1000187613/product/img_1725_copy_ad4d8136214349d5abf1e901d6915533_large.jpg,FALSE,10,150000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,GreenPlant,"
Sen đá cam bụi lớn (chậu nhựa),600000,https://product.hstatic.net/1000187613/product/img_1093_796dd19e06464156b23e67fb088498dd_large.jpg,FALSE,10,600000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,OrangePlant,"
Sen guốc (chậu nhựa/bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_6889_189cee1898904f469f27e2752141347e_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,GreenPlant,"
Sen hoa hồng nâu 3-5cm (bịch nhựa/chậu nhựa),15000,https://product.hstatic.net/1000187613/product/img_2671_1_5379e29db5124c9db075a65605efd1d5_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Sen mix 3 loại chậu sứ,45000,https://product.hstatic.net/1000187613/product/102863340_2748278315455854_5291819654068532703_o_78834407dced4a5796c49690dc1bad8b_large.jpg,FALSE,10,45000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MixStoneLotus,",",NonFlower,Colorful,"
Sen đá dù kim (bịch nhựa/chậu nhựa),15000,https://product.hstatic.net/1000187613/product/img_6130_9114619e8ff54a469d88fe3478f91ba2_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",Flower,BluePlant,"
Viền tím giống mới 9-11cm (chậu nhựa),40000,https://product.hstatic.net/1000187613/product/img_6391_31bfc9350f634c66984b946452eddd35_large.jpg,FALSE,10,40000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MediumStoneLotus,",",NonFlower,PurplePlant,"
Sen đá vàng 3-5cm (bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_6238_52e4cc3fee364ed4ba227780f77f700f_master.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,YellowPlant,"
Sen viền cỡ lớn 13-15cm,80000,https://product.hstatic.net/1000187613/product/img_6163_c1547f42745141ecac1638f9c9fb01d2_master.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,BluePlant,"
Sen viền tím 13-15cm (chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_5561_fc2221ca351543509b0e4d7eebcf89b7_master.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,PurplePlant,"
Sen bắp cải hàn 11-15cm (chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_0849_a8bc4ed41576485f9490885c35140d22_master.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Viền tím 4-5cm (chậu nhựa/bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_2868_b9bc69071775447c98ea27471ed9e840_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Sen đá sedum vàng (bịch nhựa/chậu nhựa),15000,https://product.hstatic.net/1000187613/product/img_3836_6790ae8d2231413889615e92cf237664_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,YellowPlant,"
Sen đá tứ phương đỏ (bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_5594_cce0bdf4f78f4ef7944c7ce418109a5e_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,OrangePlant,"
Sen đá đất trắng (Bịch nhựa/chậu nhựa),15000,https://product.hstatic.net/1000187613/product/img_5203_95a89da00f644ccd9231ee5fcce76d28_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,BluePlant,"
Sen kim lam 3-5cm (chậu nhựa/bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_5374_02bced7056274582b93402655138dc5d_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Sen đá sedum đen 2-3cm (Bịch nhựa/chậu nhựa),15000,https://product.hstatic.net/1000187613/product/img_4278_b2e4ab34ec13440ab279d710aac34328_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Sen viền cam 9-11cm (chậu nhựa),40000,https://product.hstatic.net/1000187613/product/img_4268_1afeb765b53341eabf831492c14529ba_large.jpg,FALSE,10,40000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MediumStoneLotus,",",NonFlower,OrangePlant,"
Sen bèo tím  11-13cm (chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_6161_1a05239ab996482198f637be99d79f00_large.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,PurplePlant,"
Sen dạ quang 9-11cm (chậu nhựa),40000,https://product.hstatic.net/1000187613/product/img_5633_fe5a92b9be2249cab97b242ec09b4e44_large.jpg,FALSE,10,40000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MediumStoneLotus,",",NonFlower,GreenPlant,"
Sen đá xanh chậu lớn (chậu nhựa),150000,https://product.hstatic.net/1000187613/product/img_0861_18981753bc8440ba8dfe0bb44e285f9f_master.jpg,FALSE,10,150000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,BluePlant,"
Sen đá đỏ chậu lớn (chậu nhựa),150000,https://product.hstatic.net/1000187613/product/img_0857_d2970fc859b24113bb3b93f6e38670ab_master.jpg,FALSE,10,150000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,OrangePlant,"
Sen ngọc lá ngắn 2-3cm (bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_6901_c32a53f3a4654ec5a1ad79285a987511_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,GreenPlant,"
Sen mận đỏ 3-5cm (bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_2849_f7c3a03cff3b41faa5ca8b349af36a3c_grande.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Viền đỏ lá nhỏ 3-5cm (bịch nhựa),15000,https://product.hstatic.net/1000187613/product/img_3860_32a15e01b7fd4fa5a55221f7f1eee48b_large.jpg,FALSE,10,15000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,SmallStoneLotus,",",NonFlower,PurplePlant,"
Sen viền đỏ bụi cỡ lớn 11-13cm (chậu nhựa),80000,https://product.hstatic.net/1000187613/product/img_2005_0034fc37c9014d4aaf170864b04f6a72_large.jpg,FALSE,10,80000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,LargeStoneLotus,",",NonFlower,BluePlant,"
Sen đất hồng 9-11cm (chậu nhựa/bịch nhựa),40000,https://product.hstatic.net/1000187613/product/img_2012_fd6c6d1204324e2eacf48a8823d11bdf_large.jpg,FALSE,10,40000,Chưa có mô tả cho sản phẩm này,0,1/26/2021,0,0,",StoneLotus,MediumStoneLotus,",",NonFlower,PurplePlant,"
